FltNum,DptrDate,DptrTime,DptrStn,ArrvDate,ArrvTime,ArrvStn,Comp,DutyCostPerHour,ParingCostPerHour
FB51,8/7/2019,7:00,NKX,8/7/2019,8:30,NOU,C1F1,640.0,20.0
FB51,8/8/2019,7:00,NKX,8/8/2019,8:30,NOU,C1F1,640.0,20.0
FB51,8/9/2019,7:00,NKX,8/9/2019,8:30,NOU,C1F1,640.0,20.0
FB51,8/10/2019,7:00,NKX,8/10/2019,8:30,NOU,C1F1,640.0,20.0
FB94,8/6/2019,7:00,HOM,8/6/2019,8:10,NKX,C1F1,640.0,20.0
FB240,8/6/2019,7:00,FBX,8/6/2019,8:40,NKX,C1F1,,
FB94,8/7/2019,7:00,HOM,8/7/2019,8:10,NKX,C1F1,640.0,20.0
FB240,8/7/2019,7:00,FBX,8/7/2019,8:40,NKX,C1F1,,
FB94,8/8/2019,7:00,HOM,8/8/2019,8:10,NKX,C1F1,640.0,20.0
FB240,8/8/2019,7:00,FBX,8/8/2019,8:40,NKX,C1F1,,
FB94,8/9/2019,7:00,HOM,8/9/2019,8:10,NKX,C1F1,640.0,20.0
FB240,8/9/2019,7:00,FBX,8/9/2019,8:40,NKX,C1F1,,
FB94,8/10/2019,7:00,HOM,8/10/2019,8:10,NKX,C1F1,640.0,20.0
FB240,8/10/2019,7:00,FBX,8/10/2019,8:40,NKX,C1F1,,
FB671,8/6/2019,7:00,NKX,8/6/2019,8:25,THJ,C1F1,640.0,20.0
FB671,8/7/2019,7:00,NKX,8/7/2019,8:25,THJ,C1F1,640.0,20.0
FB671,8/8/2019,7:00,NKX,8/8/2019,8:25,THJ,C1F1,640.0,20.0
FB671,8/9/2019,7:00,NKX,8/9/2019,8:25,THJ,C1F1,640.0,20.0
FB671,8/10/2019,7:00,NKX,8/10/2019,8:25,THJ,C1F1,640.0,20.0
FB1200,8/6/2019,7:05,SXA,8/6/2019,8:40,FBX,C1F1,,
FB1200,8/7/2019,7:05,SXA,8/7/2019,8:40,FBX,C1F1,,
FB1200,8/8/2019,7:05,SXA,8/8/2019,8:40,FBX,C1F1,,
FB1200,8/9/2019,7:05,SXA,8/9/2019,8:40,FBX,C1F1,,
FB1200,8/10/2019,7:05,SXA,8/10/2019,8:40,FBX,C1F1,,
FB292,8/6/2019,7:05,OOJ,8/6/2019,8:20,NKX,C1F1,,
FB412,8/6/2019,7:05,HOM,8/6/2019,8:20,NKX,C1F1,640.0,20.0
FB986,8/6/2019,7:05,HOM,8/6/2019,8:15,NKX,C1F1,640.0,20.0
FB292,8/7/2019,7:05,OOJ,8/7/2019,8:20,NKX,C1F1,,
FB412,8/7/2019,7:05,HOM,8/7/2019,8:20,NKX,C1F1,640.0,20.0
FB986,8/7/2019,7:05,HOM,8/7/2019,8:15,NKX,C1F1,640.0,20.0
FB292,8/8/2019,7:05,OOJ,8/8/2019,8:20,NKX,C1F1,,
FB412,8/8/2019,7:05,HOM,8/8/2019,8:20,NKX,C1F1,640.0,20.0
FB986,8/8/2019,7:05,HOM,8/8/2019,8:15,NKX,C1F1,640.0,20.0
FB292,8/9/2019,7:05,OOJ,8/9/2019,8:20,NKX,C1F1,,
FB412,8/9/2019,7:05,HOM,8/9/2019,8:20,NKX,C1F1,640.0,20.0
FB986,8/9/2019,7:05,HOM,8/9/2019,8:15,NKX,C1F1,640.0,20.0
FB292,8/10/2019,7:05,OOJ,8/10/2019,8:20,NKX,C1F1,,
FB412,8/10/2019,7:05,HOM,8/10/2019,8:20,NKX,C1F1,640.0,20.0
FB986,8/10/2019,7:05,HOM,8/10/2019,8:15,NKX,C1F1,640.0,20.0
FB93,8/6/2019,7:10,NKX,8/6/2019,8:25,HOM,C1F1,640.0,20.0
FB93,8/8/2019,7:10,NKX,8/8/2019,8:25,HOM,C1F1,640.0,20.0
FB93,8/10/2019,7:10,NKX,8/10/2019,8:25,HOM,C1F1,640.0,20.0
FB583,8/6/2019,7:10,NKX,8/6/2019,8:35,MYJ,C1F1,640.0,20.0
FB583,8/7/2019,7:10,NKX,8/7/2019,8:35,MYJ,C1F1,640.0,20.0
FB583,8/8/2019,7:10,NKX,8/8/2019,8:35,MYJ,C1F1,640.0,20.0
FB583,8/9/2019,7:10,NKX,8/9/2019,8:35,MYJ,C1F1,640.0,20.0
FB583,8/10/2019,7:10,NKX,8/10/2019,8:35,MYJ,C1F1,640.0,20.0
FB312,8/6/2019,7:10,OSY,8/6/2019,8:15,NKX,C1F1,,
FB394,8/6/2019,7:10,UYS,8/6/2019,8:15,NKX,C1F1,,
FB652,8/6/2019,7:10,SXJ,8/6/2019,8:25,NKX,C1F1,,
FB312,8/7/2019,7:10,OSY,8/7/2019,8:15,NKX,C1F1,,
FB394,8/7/2019,7:10,UYS,8/7/2019,8:15,NKX,C1F1,,
FB652,8/7/2019,7:10,SXJ,8/7/2019,8:25,NKX,C1F1,,
FB312,8/8/2019,7:10,OSY,8/8/2019,8:15,NKX,C1F1,,
FB394,8/8/2019,7:10,UYS,8/8/2019,8:15,NKX,C1F1,,
FB652,8/8/2019,7:10,SXJ,8/8/2019,8:25,NKX,C1F1,,
FB312,8/9/2019,7:10,OSY,8/9/2019,8:15,NKX,C1F1,,
FB394,8/9/2019,7:10,UYS,8/9/2019,8:15,NKX,C1F1,,
FB652,8/9/2019,7:10,SXJ,8/9/2019,8:25,NKX,C1F1,,
FB312,8/10/2019,7:10,OSY,8/10/2019,8:15,NKX,C1F1,,
FB394,8/10/2019,7:10,UYS,8/10/2019,8:15,NKX,C1F1,,
FB652,8/10/2019,7:10,SXJ,8/10/2019,8:25,NKX,C1F1,,
FB541,8/6/2019,7:10,HOM,8/6/2019,8:20,XSJ,C1F1,640.0,20.0
FB541,8/7/2019,7:10,HOM,8/7/2019,8:20,XSJ,C1F1,640.0,20.0
FB541,8/8/2019,7:10,HOM,8/8/2019,8:20,XSJ,C1F1,640.0,20.0
FB541,8/9/2019,7:10,HOM,8/9/2019,8:20,XSJ,C1F1,640.0,20.0
FB541,8/10/2019,7:10,HOM,8/10/2019,8:20,XSJ,C1F1,640.0,20.0
FB382,8/6/2019,7:20,YKJ,8/6/2019,8:40,NKX,C1F1,,
FB382,8/7/2019,7:20,YKJ,8/7/2019,8:40,NKX,C1F1,,
FB382,8/8/2019,7:20,YKJ,8/8/2019,8:40,NKX,C1F1,,
FB382,8/9/2019,7:20,YKJ,8/9/2019,8:40,NKX,C1F1,,
FB382,8/10/2019,7:20,YKJ,8/10/2019,8:40,NKX,C1F1,,
FB241,8/6/2019,7:25,NKX,8/6/2019,9:15,FBX,C1F1,640.0,20.0
FB241,8/7/2019,7:25,NKX,8/7/2019,9:15,FBX,C1F1,640.0,20.0
FB241,8/8/2019,7:25,NKX,8/8/2019,9:15,FBX,C1F1,640.0,20.0
FB241,8/9/2019,7:25,NKX,8/9/2019,9:15,FBX,C1F1,640.0,20.0
FB241,8/10/2019,7:25,NKX,8/10/2019,9:15,FBX,C1F1,640.0,20.0
FB651,8/6/2019,7:25,NKX,8/6/2019,8:40,SXJ,C1F1,640.0,20.0
FB651,8/7/2019,7:25,NKX,8/7/2019,8:40,SXJ,C1F1,640.0,20.0
FB651,8/8/2019,7:25,NKX,8/8/2019,8:40,SXJ,C1F1,640.0,20.0
FB651,8/9/2019,7:25,NKX,8/9/2019,8:40,SXJ,C1F1,640.0,20.0
FB651,8/10/2019,7:25,NKX,8/10/2019,8:40,SXJ,C1F1,640.0,20.0
FB582,8/6/2019,7:25,MYJ,8/6/2019,8:55,NKX,C1F1,,
FB582,8/7/2019,7:25,MYJ,8/7/2019,8:55,NKX,C1F1,,
FB582,8/8/2019,7:25,MYJ,8/8/2019,8:55,NKX,C1F1,,
FB582,8/9/2019,7:25,MYJ,8/9/2019,8:55,NKX,C1F1,,
FB582,8/10/2019,7:25,MYJ,8/10/2019,8:55,NKX,C1F1,,
FB451,8/6/2019,7:25,NKX,8/6/2019,9:15,TUK,C1F1,640.0,20.0
FB451,8/7/2019,7:25,NKX,8/7/2019,9:15,TUK,C1F1,640.0,20.0
FB451,8/8/2019,7:25,NKX,8/8/2019,9:15,TUK,C1F1,640.0,20.0
FB451,8/9/2019,7:25,NKX,8/9/2019,9:15,TUK,C1F1,640.0,20.0
FB451,8/10/2019,7:25,NKX,8/10/2019,9:15,TUK,C1F1,640.0,20.0
FB432,8/6/2019,7:30,FBX,8/6/2019,8:45,GKS,C1F1,,
FB432,8/7/2019,7:30,FBX,8/7/2019,8:45,GKS,C1F1,,
FB432,8/8/2019,7:30,FBX,8/8/2019,8:45,GKS,C1F1,,
FB432,8/9/2019,7:30,FBX,8/9/2019,8:45,GKS,C1F1,,
FB432,8/10/2019,7:30,FBX,8/10/2019,8:45,GKS,C1F1,,
FB1891,8/6/2019,7:30,NKX,8/6/2019,8:25,TAN,C1F1,640.0,20.0
FB1891,8/7/2019,7:30,NKX,8/7/2019,8:25,TAN,C1F1,640.0,20.0
FB1891,8/8/2019,7:30,NKX,8/8/2019,8:25,TAN,C1F1,640.0,20.0
FB1891,8/9/2019,7:30,NKX,8/9/2019,8:25,TAN,C1F1,640.0,20.0
FB1891,8/10/2019,7:30,NKX,8/10/2019,8:25,TAN,C1F1,640.0,20.0
FB14,8/6/2019,7:30,HOM,8/6/2019,8:45,NKX,C1F1,640.0,20.0
FB50,8/6/2019,7:30,NOU,8/6/2019,9:05,NKX,C1F1,,
FB402,8/6/2019,7:30,AXO,8/6/2019,8:35,NKX,C1F1,,
FB14,8/7/2019,7:30,HOM,8/7/2019,8:45,NKX,C1F1,640.0,20.0
FB50,8/7/2019,7:30,NOU,8/7/2019,9:05,NKX,C1F1,,
FB402,8/7/2019,7:30,AXO,8/7/2019,8:35,NKX,C1F1,,
FB14,8/8/2019,7:30,HOM,8/8/2019,8:45,NKX,C1F1,640.0,20.0
FB50,8/8/2019,7:30,NOU,8/8/2019,9:05,NKX,C1F1,,
FB402,8/8/2019,7:30,AXO,8/8/2019,8:35,NKX,C1F1,,
FB14,8/9/2019,7:30,HOM,8/9/2019,8:45,NKX,C1F1,640.0,20.0
FB50,8/9/2019,7:30,NOU,8/9/2019,9:05,NKX,C1F1,,
FB402,8/9/2019,7:30,AXO,8/9/2019,8:35,NKX,C1F1,,
FB14,8/10/2019,7:30,HOM,8/10/2019,8:45,NKX,C1F1,640.0,20.0
FB50,8/10/2019,7:30,NOU,8/10/2019,9:05,NKX,C1F1,,
FB402,8/10/2019,7:30,AXO,8/10/2019,8:35,NKX,C1F1,,
FB522,8/6/2019,7:35,XMJ,8/6/2019,8:40,HOM,C1F1,,
FB522,8/7/2019,7:35,XMJ,8/7/2019,8:40,HOM,C1F1,,
FB522,8/8/2019,7:35,XMJ,8/8/2019,8:40,HOM,C1F1,,
FB502,8/9/2019,7:35,XMH,8/9/2019,8:40,HOM,C1F1,,
FB522,8/9/2019,7:35,XMJ,8/9/2019,8:40,HOM,C1F1,,
FB502,8/10/2019,7:35,XMH,8/10/2019,8:40,HOM,C1F1,,
FB522,8/10/2019,7:35,XMJ,8/10/2019,8:40,HOM,C1F1,,
FB463,8/6/2019,7:35,NKX,8/6/2019,10:05,SXA,C1F1,640.0,20.0
FB463,8/7/2019,7:35,NKX,8/7/2019,10:05,SXA,C1F1,640.0,20.0
FB463,8/8/2019,7:35,NKX,8/8/2019,10:05,SXA,C1F1,640.0,20.0
FB463,8/9/2019,7:35,NKX,8/9/2019,10:05,SXA,C1F1,640.0,20.0
FB463,8/10/2019,7:35,NKX,8/10/2019,10:05,SXA,C1F1,640.0,20.0
FB532,8/6/2019,7:35,OAX,8/6/2019,8:55,NKX,C1F1,,
FB562,8/6/2019,7:35,XNZ,8/6/2019,8:55,NKX,C1F1,,
FB632,8/6/2019,7:35,HWX,8/6/2019,9:10,NKX,C1F1,,
FB672,8/6/2019,7:35,THJ,8/6/2019,9:00,NKX,C1F1,,
FB792,8/6/2019,7:35,SHO,8/6/2019,9:10,NKX,C1F1,,
FB532,8/7/2019,7:35,OAX,8/7/2019,8:55,NKX,C1F1,,
FB562,8/7/2019,7:35,XNZ,8/7/2019,8:55,NKX,C1F1,,
FB632,8/7/2019,7:35,HWX,8/7/2019,9:10,NKX,C1F1,,
FB672,8/7/2019,7:35,THJ,8/7/2019,9:00,NKX,C1F1,,
FB792,8/7/2019,7:35,SHO,8/7/2019,9:10,NKX,C1F1,,
FB532,8/8/2019,7:35,OAX,8/8/2019,8:55,NKX,C1F1,,
FB562,8/8/2019,7:35,XNZ,8/8/2019,8:55,NKX,C1F1,,
FB632,8/8/2019,7:35,HWX,8/8/2019,9:10,NKX,C1F1,,
FB672,8/8/2019,7:35,THJ,8/8/2019,9:00,NKX,C1F1,,
FB792,8/8/2019,7:35,SHO,8/8/2019,9:10,NKX,C1F1,,
FB532,8/9/2019,7:35,OAX,8/9/2019,8:55,NKX,C1F1,,
FB562,8/9/2019,7:35,XNZ,8/9/2019,8:55,NKX,C1F1,,
FB632,8/9/2019,7:35,HWX,8/9/2019,9:10,NKX,C1F1,,
FB672,8/9/2019,7:35,THJ,8/9/2019,9:00,NKX,C1F1,,
FB792,8/9/2019,7:35,SHO,8/9/2019,9:10,NKX,C1F1,,
FB532,8/10/2019,7:35,OAX,8/10/2019,8:55,NKX,C1F1,,
FB562,8/10/2019,7:35,XNZ,8/10/2019,8:55,NKX,C1F1,,
FB632,8/10/2019,7:35,HWX,8/10/2019,9:10,NKX,C1F1,,
FB672,8/10/2019,7:35,THJ,8/10/2019,9:00,NKX,C1F1,,
FB792,8/10/2019,7:35,SHO,8/10/2019,9:10,NKX,C1F1,,
FB601,8/6/2019,7:35,NKX,8/6/2019,9:15,XMH,C1F1,640.0,20.0
FB601,8/7/2019,7:35,NKX,8/7/2019,9:15,XMH,C1F1,640.0,20.0
FB601,8/8/2019,7:35,NKX,8/8/2019,9:15,XMH,C1F1,640.0,20.0
FB601,8/9/2019,7:35,NKX,8/9/2019,9:15,XMH,C1F1,640.0,20.0
FB601,8/10/2019,7:35,NKX,8/10/2019,9:15,XMH,C1F1,640.0,20.0
FB492,8/6/2019,7:40,GKS,8/6/2019,8:55,NKX,C1F1,,
FB692,8/6/2019,7:40,BCJ,8/6/2019,9:20,NKX,C1F1,,
FB492,8/7/2019,7:40,GKS,8/7/2019,8:55,NKX,C1F1,,
FB692,8/7/2019,7:40,BCJ,8/7/2019,9:20,NKX,C1F1,,
FB492,8/8/2019,7:40,GKS,8/8/2019,8:55,NKX,C1F1,,
FB692,8/8/2019,7:40,BCJ,8/8/2019,9:20,NKX,C1F1,,
FB492,8/9/2019,7:40,GKS,8/9/2019,8:55,NKX,C1F1,,
FB692,8/9/2019,7:40,BCJ,8/9/2019,9:20,NKX,C1F1,,
FB492,8/10/2019,7:40,GKS,8/10/2019,8:55,NKX,C1F1,,
FB692,8/10/2019,7:40,BCJ,8/10/2019,9:20,NKX,C1F1,,
FB531,8/6/2019,7:45,NKX,8/6/2019,9:00,OAX,C1F1,640.0,20.0
FB531,8/7/2019,7:45,NKX,8/7/2019,9:00,OAX,C1F1,640.0,20.0
FB531,8/8/2019,7:45,NKX,8/8/2019,9:00,OAX,C1F1,640.0,20.0
FB531,8/9/2019,7:45,NKX,8/9/2019,9:00,OAX,C1F1,640.0,20.0
FB531,8/10/2019,7:45,NKX,8/10/2019,9:00,OAX,C1F1,640.0,20.0
FB401,8/6/2019,7:50,NKX,8/6/2019,8:55,AXO,C1F1,640.0,20.0
FB401,8/7/2019,7:50,NKX,8/7/2019,8:55,AXO,C1F1,640.0,20.0
FB401,8/8/2019,7:50,NKX,8/8/2019,8:55,AXO,C1F1,640.0,20.0
FB401,8/9/2019,7:50,NKX,8/9/2019,8:55,AXO,C1F1,640.0,20.0
FB401,8/10/2019,7:50,NKX,8/10/2019,8:55,AXO,C1F1,640.0,20.0
FB732,8/6/2019,7:50,UDJ,8/6/2019,9:10,HOM,C1F1,,
FB732,8/7/2019,7:50,UDJ,8/7/2019,9:10,HOM,C1F1,,
FB732,8/8/2019,7:50,UDJ,8/8/2019,9:10,HOM,C1F1,,
FB732,8/9/2019,7:50,UDJ,8/9/2019,9:10,HOM,C1F1,,
FB732,8/10/2019,7:50,UDJ,8/10/2019,9:10,HOM,C1F1,,
FB2176,8/6/2019,7:50,HOM,8/6/2019,9:10,NKX,C1F1,640.0,20.0
FB2176,8/7/2019,7:50,HOM,8/7/2019,9:10,NKX,C1F1,640.0,20.0
FB2176,8/8/2019,7:50,HOM,8/8/2019,9:10,NKX,C1F1,640.0,20.0
FB2176,8/9/2019,7:50,HOM,8/9/2019,9:10,NKX,C1F1,640.0,20.0
FB2176,8/10/2019,7:50,HOM,8/10/2019,9:10,NKX,C1F1,640.0,20.0
FB313,8/6/2019,7:55,NKX,8/6/2019,8:50,OSY,C1F1,640.0,20.0
FB313,8/7/2019,7:55,NKX,8/7/2019,8:50,OSY,C1F1,640.0,20.0
FB313,8/8/2019,7:55,NKX,8/8/2019,8:50,OSY,C1F1,640.0,20.0
FB313,8/9/2019,7:55,NKX,8/9/2019,8:50,OSY,C1F1,640.0,20.0
FB313,8/10/2019,7:55,NKX,8/10/2019,8:50,OSY,C1F1,640.0,20.0
FB421,8/6/2019,8:00,HOM,8/6/2019,9:15,FBX,C1F1,640.0,20.0
FB421,8/7/2019,8:00,HOM,8/7/2019,9:15,FBX,C1F1,640.0,20.0
FB421,8/8/2019,8:00,HOM,8/8/2019,9:15,FBX,C1F1,640.0,20.0
FB421,8/9/2019,8:00,HOM,8/9/2019,9:15,FBX,C1F1,640.0,20.0
FB421,8/10/2019,8:00,HOM,8/10/2019,9:15,FBX,C1F1,640.0,20.0
FB15,8/6/2019,8:00,NKX,8/6/2019,9:05,HOM,C1F1,640.0,20.0
FB1702,8/6/2019,8:00,FBX,8/6/2019,9:05,HOM,C1F1,,
FB15,8/7/2019,8:00,NKX,8/7/2019,9:05,HOM,C1F1,640.0,20.0
FB1702,8/7/2019,8:00,FBX,8/7/2019,9:05,HOM,C1F1,,
FB15,8/8/2019,8:00,NKX,8/8/2019,9:05,HOM,C1F1,640.0,20.0
FB1702,8/8/2019,8:00,FBX,8/8/2019,9:05,HOM,C1F1,,
FB15,8/9/2019,8:00,NKX,8/9/2019,9:05,HOM,C1F1,640.0,20.0
FB1702,8/9/2019,8:00,FBX,8/9/2019,9:05,HOM,C1F1,,
FB15,8/10/2019,8:00,NKX,8/10/2019,9:05,HOM,C1F1,640.0,20.0
FB1702,8/10/2019,8:00,FBX,8/10/2019,9:05,HOM,C1F1,,
FB53,8/6/2019,8:00,NKX,8/6/2019,9:30,NOU,C1F1,640.0,20.0
FB1271,8/6/2019,8:00,THJ,8/6/2019,10:00,NOU,C1F1,,
FB53,8/7/2019,8:00,NKX,8/7/2019,9:30,NOU,C1F1,640.0,20.0
FB1271,8/7/2019,8:00,THJ,8/7/2019,10:00,NOU,C1F1,,
FB53,8/8/2019,8:00,NKX,8/8/2019,9:30,NOU,C1F1,640.0,20.0
FB1271,8/8/2019,8:00,THJ,8/8/2019,10:00,NOU,C1F1,,
FB53,8/9/2019,8:00,NKX,8/9/2019,9:30,NOU,C1F1,640.0,20.0
FB1271,8/9/2019,8:00,THJ,8/9/2019,10:00,NOU,C1F1,,
FB53,8/10/2019,8:00,NKX,8/10/2019,9:30,NOU,C1F1,640.0,20.0
FB1271,8/10/2019,8:00,THJ,8/10/2019,10:00,NOU,C1F1,,
FB1731,8/6/2019,8:00,HOM,8/6/2019,10:00,SXA,C1F1,640.0,20.0
FB1731,8/7/2019,8:00,HOM,8/7/2019,10:00,SXA,C1F1,640.0,20.0
FB1731,8/8/2019,8:00,HOM,8/8/2019,10:00,SXA,C1F1,640.0,20.0
FB1731,8/9/2019,8:00,HOM,8/9/2019,10:00,SXA,C1F1,640.0,20.0
FB1731,8/10/2019,8:00,HOM,8/10/2019,10:00,SXA,C1F1,640.0,20.0
FB16,8/6/2019,8:00,HOM,8/6/2019,9:15,NKX,C1F1,640.0,20.0
FB242,8/6/2019,8:00,FBX,8/6/2019,9:45,NKX,C1F1,,
FB460,8/6/2019,8:00,SXA,8/6/2019,10:25,NKX,C1F1,,
FB620,8/6/2019,8:00,XSJ,8/6/2019,9:45,NKX,C1F1,,
FB16,8/7/2019,8:00,HOM,8/7/2019,9:15,NKX,C1F1,640.0,20.0
FB242,8/7/2019,8:00,FBX,8/7/2019,9:45,NKX,C1F1,,
FB460,8/7/2019,8:00,SXA,8/7/2019,10:25,NKX,C1F1,,
FB620,8/7/2019,8:00,XSJ,8/7/2019,9:45,NKX,C1F1,,
FB16,8/8/2019,8:00,HOM,8/8/2019,9:15,NKX,C1F1,640.0,20.0
