FltNum,DptrDate,DptrTime,DptrStn,ArrvDate,ArrvTime,ArrvStn,Comp,DutyCostPerHour,ParingCostPerHour
FB381,8/16/2019,6:50,NKX,8/16/2019,8:05,YKJ,C1F1,640.0,20.0
FB381,8/17/2019,6:50,NKX,8/17/2019,8:05,YKJ,C1F1,640.0,20.0
FB381,8/18/2019,6:50,NKX,8/18/2019,8:05,YKJ,C1F1,640.0,20.0
FB381,8/19/2019,6:50,NKX,8/19/2019,8:05,YKJ,C1F1,640.0,20.0
FB381,8/20/2019,6:50,NKX,8/20/2019,8:05,YKJ,C1F1,640.0,20.0
FB393,8/16/2019,6:55,NKX,8/16/2019,7:55,UYS,C1F1,640.0,20.0
FB393,8/17/2019,6:55,NKX,8/17/2019,7:55,UYS,C1F1,640.0,20.0
FB393,8/18/2019,6:55,NKX,8/18/2019,7:55,UYS,C1F1,640.0,20.0
FB393,8/19/2019,6:55,NKX,8/19/2019,7:55,UYS,C1F1,640.0,20.0
FB393,8/20/2019,6:55,NKX,8/20/2019,7:55,UYS,C1F1,640.0,20.0
FB13,8/16/2019,7:00,NKX,8/16/2019,8:05,HOM,C1F1,640.0,20.0
FB13,8/17/2019,7:00,NKX,8/17/2019,8:05,HOM,C1F1,640.0,20.0
FB13,8/18/2019,7:00,NKX,8/18/2019,8:05,HOM,C1F1,640.0,20.0
FB13,8/19/2019,7:00,NKX,8/19/2019,8:05,HOM,C1F1,640.0,20.0
FB13,8/20/2019,7:00,NKX,8/20/2019,8:05,HOM,C1F1,640.0,20.0
FB51,8/16/2019,7:00,NKX,8/16/2019,8:30,NOU,C1F1,640.0,20.0
FB51,8/17/2019,7:00,NKX,8/17/2019,8:30,NOU,C1F1,640.0,20.0
FB51,8/18/2019,7:00,NKX,8/18/2019,8:30,NOU,C1F1,640.0,20.0
FB51,8/19/2019,7:00,NKX,8/19/2019,8:30,NOU,C1F1,640.0,20.0
FB51,8/20/2019,7:00,NKX,8/20/2019,8:30,NOU,C1F1,640.0,20.0
FB94,8/16/2019,7:00,HOM,8/16/2019,8:10,NKX,C1F1,640.0,20.0
FB240,8/16/2019,7:00,FBX,8/16/2019,8:40,NKX,C1F1,,
FB94,8/17/2019,7:00,HOM,8/17/2019,8:10,NKX,C1F1,640.0,20.0
FB240,8/17/2019,7:00,FBX,8/17/2019,8:40,NKX,C1F1,,
FB94,8/18/2019,7:00,HOM,8/18/2019,8:10,NKX,C1F1,640.0,20.0
FB240,8/18/2019,7:00,FBX,8/18/2019,8:40,NKX,C1F1,,
FB94,8/19/2019,7:00,HOM,8/19/2019,8:10,NKX,C1F1,640.0,20.0
FB240,8/19/2019,7:00,FBX,8/19/2019,8:40,NKX,C1F1,,
FB94,8/20/2019,7:00,HOM,8/20/2019,8:10,NKX,C1F1,640.0,20.0
FB240,8/20/2019,7:00,FBX,8/20/2019,8:40,NKX,C1F1,,
FB671,8/16/2019,7:00,NKX,8/16/2019,8:25,THJ,C1F1,640.0,20.0
FB671,8/17/2019,7:00,NKX,8/17/2019,8:25,THJ,C1F1,640.0,20.0
FB671,8/18/2019,7:00,NKX,8/18/2019,8:25,THJ,C1F1,640.0,20.0
FB671,8/19/2019,7:00,NKX,8/19/2019,8:25,THJ,C1F1,640.0,20.0
FB671,8/20/2019,7:00,NKX,8/20/2019,8:25,THJ,C1F1,640.0,20.0
FB1200,8/16/2019,7:05,SXA,8/16/2019,8:40,FBX,C1F1,,
FB1200,8/17/2019,7:05,SXA,8/17/2019,8:40,FBX,C1F1,,
FB1200,8/18/2019,7:05,SXA,8/18/2019,8:40,FBX,C1F1,,
FB1200,8/19/2019,7:05,SXA,8/19/2019,8:40,FBX,C1F1,,
FB1200,8/20/2019,7:05,SXA,8/20/2019,8:40,FBX,C1F1,,
FB292,8/16/2019,7:05,OOJ,8/16/2019,8:20,NKX,C1F1,,
FB412,8/16/2019,7:05,HOM,8/16/2019,8:20,NKX,C1F1,640.0,20.0
FB986,8/16/2019,7:05,HOM,8/16/2019,8:15,NKX,C1F1,640.0,20.0
FB292,8/17/2019,7:05,OOJ,8/17/2019,8:20,NKX,C1F1,,
FB412,8/17/2019,7:05,HOM,8/17/2019,8:20,NKX,C1F1,640.0,20.0
FB986,8/17/2019,7:05,HOM,8/17/2019,8:15,NKX,C1F1,640.0,20.0
FB292,8/18/2019,7:05,OOJ,8/18/2019,8:20,NKX,C1F1,,
FB412,8/18/2019,7:05,HOM,8/18/2019,8:20,NKX,C1F1,640.0,20.0
FB986,8/18/2019,7:05,HOM,8/18/2019,8:15,NKX,C1F1,640.0,20.0
FB292,8/19/2019,7:05,OOJ,8/19/2019,8:20,NKX,C1F1,,
FB412,8/19/2019,7:05,HOM,8/19/2019,8:20,NKX,C1F1,640.0,20.0
FB986,8/19/2019,7:05,HOM,8/19/2019,8:15,NKX,C1F1,640.0,20.0
FB292,8/20/2019,7:05,OOJ,8/20/2019,8:20,NKX,C1F1,,
FB412,8/20/2019,7:05,HOM,8/20/2019,8:20,NKX,C1F1,640.0,20.0
FB986,8/20/2019,7:05,HOM,8/20/2019,8:15,NKX,C1F1,640.0,20.0
FB93,8/17/2019,7:10,NKX,8/17/2019,8:25,HOM,C1F1,640.0,20.0
FB93,8/18/2019,7:10,NKX,8/18/2019,8:25,HOM,C1F1,640.0,20.0
FB93,8/20/2019,7:10,NKX,8/20/2019,8:25,HOM,C1F1,640.0,20.0
FB583,8/16/2019,7:10,NKX,8/16/2019,8:35,MYJ,C1F1,640.0,20.0
FB583,8/17/2019,7:10,NKX,8/17/2019,8:35,MYJ,C1F1,640.0,20.0
FB583,8/18/2019,7:10,NKX,8/18/2019,8:35,MYJ,C1F1,640.0,20.0
FB583,8/19/2019,7:10,NKX,8/19/2019,8:35,MYJ,C1F1,640.0,20.0
FB583,8/20/2019,7:10,NKX,8/20/2019,8:35,MYJ,C1F1,640.0,20.0
FB312,8/16/2019,7:10,OSY,8/16/2019,8:15,NKX,C1F1,,
FB394,8/16/2019,7:10,UYS,8/16/2019,8:15,NKX,C1F1,,
FB652,8/16/2019,7:10,SXJ,8/16/2019,8:25,NKX,C1F1,,
FB312,8/17/2019,7:10,OSY,8/17/2019,8:15,NKX,C1F1,,
FB394,8/17/2019,7:10,UYS,8/17/2019,8:15,NKX,C1F1,,
FB652,8/17/2019,7:10,SXJ,8/17/2019,8:25,NKX,C1F1,,
FB312,8/18/2019,7:10,OSY,8/18/2019,8:15,NKX,C1F1,,
FB394,8/18/2019,7:10,UYS,8/18/2019,8:15,NKX,C1F1,,
FB652,8/18/2019,7:10,SXJ,8/18/2019,8:25,NKX,C1F1,,
FB312,8/19/2019,7:10,OSY,8/19/2019,8:15,NKX,C1F1,,
FB394,8/19/2019,7:10,UYS,8/19/2019,8:15,NKX,C1F1,,
FB652,8/19/2019,7:10,SXJ,8/19/2019,8:25,NKX,C1F1,,
FB312,8/20/2019,7:10,OSY,8/20/2019,8:15,NKX,C1F1,,
FB394,8/20/2019,7:10,UYS,8/20/2019,8:15,NKX,C1F1,,
FB652,8/20/2019,7:10,SXJ,8/20/2019,8:25,NKX,C1F1,,
FB541,8/16/2019,7:10,HOM,8/16/2019,8:20,XSJ,C1F1,640.0,20.0
FB541,8/17/2019,7:10,HOM,8/17/2019,8:20,XSJ,C1F1,640.0,20.0
FB541,8/18/2019,7:10,HOM,8/18/2019,8:20,XSJ,C1F1,640.0,20.0
FB541,8/19/2019,7:10,HOM,8/19/2019,8:20,XSJ,C1F1,640.0,20.0
FB541,8/20/2019,7:10,HOM,8/20/2019,8:20,XSJ,C1F1,640.0,20.0
FB382,8/16/2019,7:20,YKJ,8/16/2019,8:40,NKX,C1F1,,
FB382,8/17/2019,7:20,YKJ,8/17/2019,8:40,NKX,C1F1,,
FB382,8/18/2019,7:20,YKJ,8/18/2019,8:40,NKX,C1F1,,
FB382,8/19/2019,7:20,YKJ,8/19/2019,8:40,NKX,C1F1,,
FB382,8/20/2019,7:20,YKJ,8/20/2019,8:40,NKX,C1F1,,
FB241,8/16/2019,7:25,NKX,8/16/2019,9:15,FBX,C1F1,640.0,20.0
FB241,8/17/2019,7:25,NKX,8/17/2019,9:15,FBX,C1F1,640.0,20.0
FB241,8/18/2019,7:25,NKX,8/18/2019,9:15,FBX,C1F1,640.0,20.0
FB241,8/19/2019,7:25,NKX,8/19/2019,9:15,FBX,C1F1,640.0,20.0
FB241,8/20/2019,7:25,NKX,8/20/2019,9:15,FBX,C1F1,640.0,20.0
FB651,8/16/2019,7:25,NKX,8/16/2019,8:40,SXJ,C1F1,640.0,20.0
FB651,8/17/2019,7:25,NKX,8/17/2019,8:40,SXJ,C1F1,640.0,20.0
FB651,8/18/2019,7:25,NKX,8/18/2019,8:40,SXJ,C1F1,640.0,20.0
FB651,8/19/2019,7:25,NKX,8/19/2019,8:40,SXJ,C1F1,640.0,20.0
FB651,8/20/2019,7:25,NKX,8/20/2019,8:40,SXJ,C1F1,640.0,20.0
FB582,8/16/2019,7:25,MYJ,8/16/2019,8:55,NKX,C1F1,,
FB582,8/17/2019,7:25,MYJ,8/17/2019,8:55,NKX,C1F1,,
FB582,8/18/2019,7:25,MYJ,8/18/2019,8:55,NKX,C1F1,,
FB582,8/19/2019,7:25,MYJ,8/19/2019,8:55,NKX,C1F1,,
FB582,8/20/2019,7:25,MYJ,8/20/2019,8:55,NKX,C1F1,,
FB451,8/16/2019,7:25,NKX,8/16/2019,9:15,TUK,C1F1,640.0,20.0
FB451,8/17/2019,7:25,NKX,8/17/2019,9:15,TUK,C1F1,640.0,20.0
FB451,8/18/2019,7:25,NKX,8/18/2019,9:15,TUK,C1F1,640.0,20.0
FB451,8/19/2019,7:25,NKX,8/19/2019,9:15,TUK,C1F1,640.0,20.0
FB451,8/20/2019,7:25,NKX,8/20/2019,9:15,TUK,C1F1,640.0,20.0
FB432,8/16/2019,7:30,FBX,8/16/2019,8:45,GKS,C1F1,,
FB432,8/17/2019,7:30,FBX,8/17/2019,8:45,GKS,C1F1,,
FB432,8/18/2019,7:30,FBX,8/18/2019,8:45,GKS,C1F1,,
FB432,8/19/2019,7:30,FBX,8/19/2019,8:45,GKS,C1F1,,
FB432,8/20/2019,7:30,FBX,8/20/2019,8:45,GKS,C1F1,,
FB1891,8/16/2019,7:30,NKX,8/16/2019,8:25,TAN,C1F1,640.0,20.0
FB1891,8/17/2019,7:30,NKX,8/17/2019,8:25,TAN,C1F1,640.0,20.0
FB1891,8/18/2019,7:30,NKX,8/18/2019,8:25,TAN,C1F1,640.0,20.0
FB1891,8/19/2019,7:30,NKX,8/19/2019,8:25,TAN,C1F1,640.0,20.0
FB1891,8/20/2019,7:30,NKX,8/20/2019,8:25,TAN,C1F1,640.0,20.0
FB14,8/16/2019,7:30,HOM,8/16/2019,8:45,NKX,C1F1,640.0,20.0
FB50,8/16/2019,7:30,NOU,8/16/2019,9:05,NKX,C1F1,,
FB402,8/16/2019,7:30,AXO,8/16/2019,8:35,NKX,C1F1,,
FB14,8/17/2019,7:30,HOM,8/17/2019,8:45,NKX,C1F1,640.0,20.0
FB50,8/17/2019,7:30,NOU,8/17/2019,9:05,NKX,C1F1,,
FB402,8/17/2019,7:30,AXO,8/17/2019,8:35,NKX,C1F1,,
FB14,8/18/2019,7:30,HOM,8/18/2019,8:45,NKX,C1F1,640.0,20.0
FB50,8/18/2019,7:30,NOU,8/18/2019,9:05,NKX,C1F1,,
FB402,8/18/2019,7:30,AXO,8/18/2019,8:35,NKX,C1F1,,
FB14,8/19/2019,7:30,HOM,8/19/2019,8:45,NKX,C1F1,640.0,20.0
FB50,8/19/2019,7:30,NOU,8/19/2019,9:05,NKX,C1F1,,
FB402,8/19/2019,7:30,AXO,8/19/2019,8:35,NKX,C1F1,,
FB14,8/20/2019,7:30,HOM,8/20/2019,8:45,NKX,C1F1,640.0,20.0
FB50,8/20/2019,7:30,NOU,8/20/2019,9:05,NKX,C1F1,,
FB402,8/20/2019,7:30,AXO,8/20/2019,8:35,NKX,C1F1,,
FB502,8/16/2019,7:35,XMH,8/16/2019,8:40,HOM,C1F1,,
FB522,8/16/2019,7:35,XMJ,8/16/2019,8:40,HOM,C1F1,,
FB502,8/17/2019,7:35,XMH,8/17/2019,8:40,HOM,C1F1,,
FB522,8/17/2019,7:35,XMJ,8/17/2019,8:40,HOM,C1F1,,
FB502,8/18/2019,7:35,XMH,8/18/2019,8:40,HOM,C1F1,,
FB522,8/18/2019,7:35,XMJ,8/18/2019,8:40,HOM,C1F1,,
FB502,8/19/2019,7:35,XMH,8/19/2019,8:40,HOM,C1F1,,
FB522,8/19/2019,7:35,XMJ,8/19/2019,8:40,HOM,C1F1,,
FB522,8/20/2019,7:35,XMJ,8/20/2019,8:40,HOM,C1F1,,
FB463,8/16/2019,7:35,NKX,8/16/2019,10:05,SXA,C1F1,640.0,20.0
FB463,8/17/2019,7:35,NKX,8/17/2019,10:05,SXA,C1F1,640.0,20.0
FB463,8/18/2019,7:35,NKX,8/18/2019,10:05,SXA,C1F1,640.0,20.0
FB463,8/19/2019,7:35,NKX,8/19/2019,10:05,SXA,C1F1,640.0,20.0
FB463,8/20/2019,7:35,NKX,8/20/2019,10:05,SXA,C1F1,640.0,20.0
FB532,8/16/2019,7:35,OAX,8/16/2019,8:55,NKX,C1F1,,
FB562,8/16/2019,7:35,XNZ,8/16/2019,8:55,NKX,C1F1,,
FB632,8/16/2019,7:35,HWX,8/16/2019,9:10,NKX,C1F1,,
FB672,8/16/2019,7:35,THJ,8/16/2019,9:00,NKX,C1F1,,
FB792,8/16/2019,7:35,SHO,8/16/2019,9:10,NKX,C1F1,,
FB532,8/17/2019,7:35,OAX,8/17/2019,8:55,NKX,C1F1,,
FB562,8/17/2019,7:35,XNZ,8/17/2019,8:55,NKX,C1F1,,
FB632,8/17/2019,7:35,HWX,8/17/2019,9:10,NKX,C1F1,,
FB672,8/17/2019,7:35,THJ,8/17/2019,9:00,NKX,C1F1,,
FB792,8/17/2019,7:35,SHO,8/17/2019,9:10,NKX,C1F1,,
FB532,8/18/2019,7:35,OAX,8/18/2019,8:55,NKX,C1F1,,
FB562,8/18/2019,7:35,XNZ,8/18/2019,8:55,NKX,C1F1,,
FB632,8/18/2019,7:35,HWX,8/18/2019,9:10,NKX,C1F1,,
FB672,8/18/2019,7:35,THJ,8/18/2019,9:00,NKX,C1F1,,
FB792,8/18/2019,7:35,SHO,8/18/2019,9:10,NKX,C1F1,,
FB532,8/19/2019,7:35,OAX,8/19/2019,8:55,NKX,C1F1,,
FB562,8/19/2019,7:35,XNZ,8/19/2019,8:55,NKX,C1F1,,
FB632,8/19/2019,7:35,HWX,8/19/2019,9:10,NKX,C1F1,,
FB672,8/19/2019,7:35,THJ,8/19/2019,9:00,NKX,C1F1,,
FB792,8/19/2019,7:35,SHO,8/19/2019,9:10,NKX,C1F1,,
FB532,8/20/2019,7:35,OAX,8/20/2019,8:55,NKX,C1F1,,
FB562,8/20/2019,7:35,XNZ,8/20/2019,8:55,NKX,C1F1,,
FB632,8/20/2019,7:35,HWX,8/20/2019,9:10,NKX,C1F1,,
FB672,8/20/2019,7:35,THJ,8/20/2019,9:00,NKX,C1F1,,
FB792,8/20/2019,7:35,SHO,8/20/2019,9:10,NKX,C1F1,,
FB601,8/16/2019,7:35,NKX,8/16/2019,9:15,XMH,C1F1,640.0,20.0
FB601,8/17/2019,7:35,NKX,8/17/2019,9:15,XMH,C1F1,640.0,20.0
FB601,8/18/2019,7:35,NKX,8/18/2019,9:15,XMH,C1F1,640.0,20.0
FB601,8/19/2019,7:35,NKX,8/19/2019,9:15,XMH,C1F1,640.0,20.0
FB601,8/20/2019,7:35,NKX,8/20/2019,9:15,XMH,C1F1,640.0,20.0
FB492,8/16/2019,7:40,GKS,8/16/2019,8:55,NKX,C1F1,,
FB692,8/16/2019,7:40,BCJ,8/16/2019,9:20,NKX,C1F1,,
FB492,8/17/2019,7:40,GKS,8/17/2019,8:55,NKX,C1F1,,
FB692,8/17/2019,7:40,BCJ,8/17/2019,9:20,NKX,C1F1,,
FB492,8/18/2019,7:40,GKS,8/18/2019,8:55,NKX,C1F1,,
FB692,8/18/2019,7:40,BCJ,8/18/2019,9:20,NKX,C1F1,,
FB492,8/19/2019,7:40,GKS,8/19/2019,8:55,NKX,C1F1,,
FB692,8/19/2019,7:40,BCJ,8/19/2019,9:20,NKX,C1F1,,
FB492,8/20/2019,7:40,GKS,8/20/2019,8:55,NKX,C1F1,,
FB692,8/20/2019,7:40,BCJ,8/20/2019,9:20,NKX,C1F1,,
FB531,8/16/2019,7:45,NKX,8/16/2019,9:00,OAX,C1F1,640.0,20.0
FB531,8/17/2019,7:45,NKX,8/17/2019,9:00,OAX,C1F1,640.0,20.0
FB531,8/18/2019,7:45,NKX,8/18/2019,9:00,OAX,C1F1,640.0,20.0
FB531,8/19/2019,7:45,NKX,8/19/2019,9:00,OAX,C1F1,640.0,20.0
FB531,8/20/2019,7:45,NKX,8/20/2019,9:00,OAX,C1F1,640.0,20.0
FB401,8/16/2019,7:50,NKX,8/16/2019,8:55,AXO,C1F1,640.0,20.0
FB401,8/17/2019,7:50,NKX,8/17/2019,8:55,AXO,C1F1,640.0,20.0
FB401,8/18/2019,7:50,NKX,8/18/2019,8:55,AXO,C1F1,640.0,20.0
FB401,8/19/2019,7:50,NKX,8/19/2019,8:55,AXO,C1F1,640.0,20.0
FB401,8/20/2019,7:50,NKX,8/20/2019,8:55,AXO,C1F1,640.0,20.0
FB732,8/16/2019,7:50,UDJ,8/16/2019,9:10,HOM,C1F1,,
FB732,8/17/2019,7:50,UDJ,8/17/2019,9:10,HOM,C1F1,,
FB732,8/18/2019,7:50,UDJ,8/18/2019,9:10,HOM,C1F1,,
FB732,8/19/2019,7:50,UDJ,8/19/2019,9:10,HOM,C1F1,,
FB732,8/20/2019,7:50,UDJ,8/20/2019,9:10,HOM,C1F1,,
FB2176,8/16/2019,7:50,HOM,8/16/2019,9:10,NKX,C1F1,640.0,20.0
FB2176,8/17/2019,7:50,HOM,8/17/2019,9:10,NKX,C1F1,640.0,20.0
FB2176,8/18/2019,7:50,HOM,8/18/2019,9:10,NKX,C1F1,640.0,20.0
FB2176,8/19/2019,7:50,HOM,8/19/2019,9:10,NKX,C1F1,640.0,20.0
FB2176,8/20/2019,7:50,HOM,8/20/2019,9:10,NKX,C1F1,640.0,20.0
FB313,8/16/2019,7:55,NKX,8/16/2019,8:50,OSY,C1F1,640.0,20.0
FB313,8/17/2019,7:55,NKX,8/17/2019,8:50,OSY,C1F1,640.0,20.0
FB313,8/18/2019,7:55,NKX,8/18/2019,8:50,OSY,C1F1,640.0,20.0
FB313,8/19/2019,7:55,NKX,8/19/2019,8:50,OSY,C1F1,640.0,20.0
FB313,8/20/2019,7:55,NKX,8/20/2019,8:50,OSY,C1F1,640.0,20.0
FB421,8/16/2019,8:00,HOM,8/16/2019,9:15,FBX,C1F1,640.0,20.0
FB421,8/17/2019,8:00,HOM,8/17/2019,9:15,FBX,C1F1,640.0,20.0
FB421,8/18/2019,8:00,HOM,8/18/2019,9:15,FBX,C1F1,640.0,20.0
FB421,8/19/2019,8:00,HOM,8/19/2019,9:15,FBX,C1F1,640.0,20.0
FB421,8/20/2019,8:00,HOM,8/20/2019,9:15,FBX,C1F1,640.0,20.0
FB15,8/16/2019,8:00,NKX,8/16/2019,9:05,HOM,C1F1,640.0,20.0
FB1702,8/16/2019,8:00,FBX,8/16/2019,9:05,HOM,C1F1,,
FB15,8/17/2019,8:00,NKX,8/17/2019,9:05,HOM,C1F1,640.0,20.0
FB1702,8/17/2019,8:00,FBX,8/17/2019,9:05,HOM,C1F1,,
FB15,8/18/2019,8:00,NKX,8/18/2019,9:05,HOM,C1F1,640.0,20.0
FB1702,8/18/2019,8:00,FBX,8/18/2019,9:05,HOM,C1F1,,
FB15,8/19/2019,8:00,NKX,8/19/2019,9:05,HOM,C1F1,640.0,20.0
FB1702,8/19/2019,8:00,FBX,8/19/2019,9:05,HOM,C1F1,,
FB15,8/20/2019,8:00,NKX,8/20/2019,9:05,HOM,C1F1,640.0,20.0
FB1702,8/20/2019,8:00,FBX,8/20/2019,9:05,HOM,C1F1,,
FB53,8/16/2019,8:00,NKX,8/16/2019,9:30,NOU,C1F1,640.0,20.0
FB1271,8/16/2019,8:00,THJ,8/16/2019,10:00,NOU,C1F1,,
FB53,8/17/2019,8:00,NKX,8/17/2019,9:30,NOU,C1F1,640.0,20.0
FB1271,8/17/2019,8:00,THJ,8/17/2019,10:00,NOU,C1F1,,
FB53,8/18/2019,8:00,NKX,8/18/2019,9:30,NOU,C1F1,640.0,20.0
FB1271,8/18/2019,8:00,THJ,8/18/2019,10:00,NOU,C1F1,,
FB53,8/19/2019,8:00,NKX,8/19/2019,9:30,NOU,C1F1,640.0,20.0
FB1271,8/19/2019,8:00,THJ,8/19/2019,10:00,NOU,C1F1,,
FB53,8/20/2019,8:00,NKX,8/20/2019,9:30,NOU,C1F1,640.0,20.0
FB1271,8/20/2019,8:00,THJ,8/20/2019,10:00,NOU,C1F1,,
FB1731,8/16/2019,8:00,HOM,8/16/2019,10:00,SXA,C1F1,640.0,20.0
FB1731,8/17/2019,8:00,HOM,8/17/2019,10:00,SXA,C1F1,640.0,20.0
FB1731,8/18/2019,8:00,HOM,8/18/2019,10:00,SXA,C1F1,640.0,20.0
FB1731,8/19/2019,8:00,HOM,8/19/2019,10:00,SXA,C1F1,640.0,20.0
FB1731,8/20/2019,8:00,HOM,8/20/2019,10:00,SXA,C1F1,640.0,20.0
FB16,8/16/2019,8:00,HOM,8/16/2019,9:15,NKX,C1F1,640.0,20.0
FB242,8/16/2019,8:00,FBX,8/16/2019,9:45,NKX,C1F1,,
FB460,8/16/2019,8:00,SXA,8/16/2019,10:25,NKX,C1F1,,
FB620,8/16/2019,8:00,XSJ,8/16/2019,9:45,NKX,C1F1,,
FB16,8/17/2019,8:00,HOM,8/17/2019,9:15,NKX,C1F1,640.0,20.0
FB242,8/17/2019,8:00,FBX,8/17/2019,9:45,NKX,C1F1,,
FB460,8/17/2019,8:00,SXA,8/17/2019,10:25,NKX,C1F1,,
FB620,8/17/2019,8:00,XSJ,8/17/2019,9:45,NKX,C1F1,,
FB16,8/18/2019,8:00,HOM,8/18/2019,9:15,NKX,C1F1,640.0,20.0
FB242,8/18/2019,8:00,FBX,8/18/2019,9:45,NKX,C1F1,,
FB460,8/18/2019,8:00,SXA,8/18/2019,10:25,NKX,C1F1,,
FB620,8/18/2019,8:00,XSJ,8/18/2019,9:45,NKX,C1F1,,
FB16,8/19/2019,8:00,HOM,8/19/2019,9:15,NKX,C1F1,640.0,20.0
FB242,8/19/2019,8:00,FBX,8/19/2019,9:45,NKX,C1F1,,
FB460,8/19/2019,8:00,SXA,8/19/2019,10:25,NKX,C1F1,,
FB620,8/19/2019,8:00,XSJ,8/19/2019,9:45,NKX,C1F1,,
FB16,8/20/2019,8:00,HOM,8/20/2019,9:15,NKX,C1F1,640.0,20.0
